date,total_sales,year,month,week,weekday,year_month
2017-03-16,699108.166824,2017,3,11,3,2017-03
2017-03-17,812306.77427,2017,3,11,4,2017-03
2017-03-18,1038906.566154,2017,3,11,5,2017-03
2017-03-19,1157140.638587,2017,3,11,6,2017-03
2017-03-20,826428.90991,2017,3,12,0,2017-03
2017-03-21,746620.926177,2017,3,12,1,2017-03
2017-03-22,767880.804934,2017,3,12,2,2017-03
2017-03-23,670848.010029,2017,3,12,3,2017-03
2017-03-24,787914.125515,2017,3,12,4,2017-03
2017-03-25,1038139.316887,2017,3,12,5,2017-03
2017-03-26,1101557.476706,2017,3,12,6,2017-03
2017-03-27,784103.265042,2017,3,13,0,2017-03
2017-03-28,702943.9485770001,2017,3,13,1,2017-03
2017-03-29,824632.985033,2017,3,13,2,2017-03
2017-03-30,637624.340998,2017,3,13,3,2017-03
2017-03-31,878750.03788,2017,3,13,4,2017-03
2017-04-01,1463083.962459,2017,4,13,5,2017-04
2017-04-02,1138650.058898,2017,4,13,6,2017-04
2017-04-03,835191.622029,2017,4,14,0,2017-04
2017-04-04,835602.6360017,2017,4,14,1,2017-04
2017-04-05,846631.307907,2017,4,14,2,2017-04
2017-04-06,683059.570103,2017,4,14,3,2017-04
2017-04-07,765502.211925,2017,4,14,4,2017-04
2017-04-08,988591.469958,2017,4,14,5,2017-04
2017-04-09,1101713.657101,2017,4,14,6,2017-04
2017-04-10,739392.130988,2017,4,15,0,2017-04
2017-04-11,741331.430196,2017,4,15,1,2017-04
2017-04-12,791762.312883,2017,4,15,2,2017-04
2017-04-13,737029.565183,2017,4,15,3,2017-04
2017-04-14,740889.486829,2017,4,15,4,2017-04
2017-04-15,898610.217928,2017,4,15,5,2017-04
2017-04-16,985493.795113,2017,4,15,6,2017-04
2017-04-17,775916.9059055,2017,4,16,0,2017-04
2017-04-18,717196.315762,2017,4,16,1,2017-04
2017-04-19,735733.2142477001,2017,4,16,2,2017-04
2017-04-20,675804.0219027,2017,4,16,3,2017-04
2017-04-21,795795.893872,2017,4,16,4,2017-04
2017-04-22,974952.817869,2017,4,16,5,2017-04
2017-04-23,1140070.2748035,2017,4,16,6,2017-04
2017-04-24,755072.530945,2017,4,17,0,2017-04
2017-04-25,718996.080637,2017,4,17,1,2017-04
2017-04-26,781159.2829995,2017,4,17,2,2017-04
2017-04-27,624910.0260955,2017,4,17,3,2017-04
2017-04-28,797636.6251025,2017,4,17,4,2017-04
2017-04-29,1068279.815941,2017,4,17,5,2017-04
2017-04-30,1041249.2479705,2017,4,17,6,2017-04
2017-05-01,1306699.366897,2017,5,18,0,2017-05
2017-05-02,907324.094113,2017,5,18,1,2017-05
2017-05-03,924247.257204,2017,5,18,2,2017-05
2017-05-04,716654.608983,2017,5,18,3,2017-05
2017-05-05,780798.407016,2017,5,18,4,2017-05
2017-05-06,1039417.861868,2017,5,18,5,2017-05
2017-05-07,1227380.607924,2017,5,18,6,2017-05
2017-05-08,776307.495015,2017,5,19,0,2017-05
2017-05-09,715811.198881,2017,5,19,1,2017-05
2017-05-10,766101.907094,2017,5,19,2,2017-05
2017-05-11,648650.413039,2017,5,19,3,2017-05
2017-05-12,764812.415784,2017,5,19,4,2017-05
2017-05-13,1116976.891153,2017,5,19,5,2017-05
2017-05-14,884199.9138385,2017,5,19,6,2017-05
2017-05-15,823035.572122,2017,5,20,0,2017-05
2017-05-16,807803.8950783,2017,5,20,1,2017-05
2017-05-17,841407.607944,2017,5,20,2,2017-05
2017-05-18,628487.989962,2017,5,20,3,2017-05
2017-05-19,773775.4378677,2017,5,20,4,2017-05
2017-05-20,1035667.381833,2017,5,20,5,2017-05
2017-05-21,1201938.886229,2017,5,20,6,2017-05
2017-05-22,778935.156126,2017,5,21,0,2017-05
2017-05-23,723151.767982,2017,5,21,1,2017-05
2017-05-24,746303.6271255,2017,5,21,2,2017-05
2017-05-25,620108.24391,2017,5,21,3,2017-05
2017-05-26,984511.1521135,2017,5,21,4,2017-05
2017-05-27,932219.893144,2017,5,21,5,2017-05
2017-05-28,1061771.636907,2017,5,21,6,2017-05
2017-05-29,776813.137038,2017,5,22,0,2017-05
2017-05-30,742471.2769905,2017,5,22,1,2017-05
2017-05-31,858062.149411,2017,5,22,2,2017-05
2017-06-01,766859.172845,2017,6,22,3,2017-06
2017-06-02,918421.319125,2017,6,22,4,2017-06
2017-06-03,1176138.109152,2017,6,22,5,2017-06
2017-06-04,1376511.520495,2017,6,22,6,2017-06
2017-06-05,912693.8511,2017,6,23,0,2017-06
2017-06-06,805546.647956,2017,6,23,1,2017-06
2017-06-07,842979.8370823,2017,6,23,2,2017-06
2017-06-08,667099.801025,2017,6,23,3,2017-06
2017-06-09,795116.1360699,2017,6,23,4,2017-06
2017-06-10,993732.684049,2017,6,23,5,2017-06
2017-06-11,1213673.946877,2017,6,23,6,2017-06
2017-06-12,768349.7589517,2017,6,24,0,2017-06
2017-06-13,729412.959849,2017,6,24,1,2017-06
2017-06-14,785885.9088963,2017,6,24,2,2017-06
2017-06-15,660338.346974,2017,6,24,3,2017-06
2017-06-16,834786.4275550001,2017,6,24,4,2017-06
2017-06-17,1096133.5508865,2017,6,24,5,2017-06
2017-06-18,965144.121179,2017,6,24,6,2017-06
2017-06-19,791146.393731,2017,6,25,0,2017-06
2017-06-20,787326.7170395,2017,6,25,1,2017-06
2017-06-21,766159.0112892,2017,6,25,2,2017-06
2017-06-22,609868.8309586,2017,6,25,3,2017-06
2017-06-23,761049.7450639,2017,6,25,4,2017-06
2017-06-24,963268.227135,2017,6,25,5,2017-06
2017-06-25,1092610.858614,2017,6,25,6,2017-06
2017-06-26,755367.8450665,2017,6,26,0,2017-06
2017-06-27,682218.468913,2017,6,26,1,2017-06
2017-06-28,731896.9850105,2017,6,26,2,2017-06
2017-06-29,630811.802872,2017,6,26,3,2017-06
2017-06-30,802273.1392327,2017,6,26,4,2017-06
2017-07-01,1207529.921868,2017,7,26,5,2017-07
2017-07-02,1296379.2175535,2017,7,26,6,2017-07
2017-07-03,925143.408816,2017,7,27,0,2017-07
2017-07-04,832359.2860137,2017,7,27,1,2017-07
2017-07-05,844301.613116,2017,7,27,2,2017-07
2017-07-06,700272.0099567,2017,7,27,3,2017-07
2017-07-07,805792.302193,2017,7,27,4,2017-07
2017-07-08,998347.1930085,2017,7,27,5,2017-07
2017-07-09,1100833.322376,2017,7,27,6,2017-07
2017-07-10,804158.8610365,2017,7,28,0,2017-07
2017-07-11,730534.767701,2017,7,28,1,2017-07
2017-07-12,748799.9959087,2017,7,28,2,2017-07
2017-07-13,629651.3629294999,2017,7,28,3,2017-07
2017-07-14,765489.6173932999,2017,7,28,4,2017-07
2017-07-15,969077.125075,2017,7,28,5,2017-07
2017-07-16,1100803.699023,2017,7,28,6,2017-07
2017-07-17,818325.522149,2017,7,29,0,2017-07
2017-07-18,730133.70894,2017,7,29,1,2017-07
2017-07-19,767978.778078,2017,7,29,2,2017-07
2017-07-20,688288.067857,2017,7,29,3,2017-07
2017-07-21,782418.2992188,2017,7,29,4,2017-07
2017-07-22,932902.046681,2017,7,29,5,2017-07
2017-07-23,1024288.741245,2017,7,29,6,2017-07
2017-07-24,816564.327096,2017,7,30,0,2017-07
2017-07-25,713581.632609,2017,7,30,1,2017-07
2017-07-26,740653.044167,2017,7,30,2,2017-07
2017-07-27,659849.8270588,2017,7,30,3,2017-07
2017-07-28,835099.6822035,2017,7,30,4,2017-07
2017-07-29,1032310.865737,2017,7,30,5,2017-07
2017-07-30,1123752.4779517,2017,7,30,6,2017-07
2017-07-31,885856.8408705,2017,7,31,0,2017-07
